,i,ch_1,ch_2,ch_3,ch_4,to_select,importance_score
0,35206,0.5767350928641252,0.5063538611925709,0.4887585532746823,0.509286412512219,0.0,-0.3872134289714373
1,35206,0.5757575757575758,0.5043988269794721,0.4916911045943304,0.49853372434017595,0.0,-0.3887111364032088
2,35206,0.5718475073313783,0.5034213098729228,0.4887585532746823,0.49071358748778104,0.0,-0.39020884383498033
3,35206,0.5757575757575758,0.5043988269794721,0.5004887585532747,0.4809384164222874,0.0,-0.3917065512667519
4,35206,0.5689149560117303,0.5268817204301075,0.5043988269794721,0.4525904203323558,0.0,-0.3932042586985234
5,35206,0.5689149560117303,0.5503421309872922,0.5043988269794721,0.43499511241446726,0.0,-0.39470196613029485
6,35206,0.5718475073313783,0.5659824046920822,0.501466275659824,0.43206256109481916,0.0,-0.39619967356206637
7,35206,0.5767350928641252,0.5855327468230694,0.5034213098729228,0.43206256109481916,0.0,-0.3976973809938379
8,35206,0.5874877810361682,0.6060606060606061,0.501466275659824,0.42717497556207235,0.0,-0.39919508842560936
9,35206,0.6021505376344086,0.6158357771260997,0.5063538611925709,0.43499511241446726,0.0,-0.4006927958573808
10,35206,0.6119257086999023,0.6197458455522972,0.5102639296187683,0.42717497556207235,0.0,-0.40219050328915235
11,35206,0.6177908113391984,0.6197458455522972,0.512218963831867,0.43010752688172044,0.0,-0.40368821072092387
12,35206,0.6265884652981427,0.6158357771260997,0.5073313782991202,0.42717497556207235,0.0,-0.40518591815269533
13,35206,0.6197458455522972,0.6265884652981427,0.5034213098729228,0.43206256109481916,0.0,-0.4066836255844668
14,35206,0.5982404692082112,0.6334310850439883,0.49853372434017595,0.4506353861192571,0.0,-0.4081813330162383
15,35206,0.592375366568915,0.6363636363636364,0.501466275659824,0.46236559139784944,0.0,-0.40967904044800985
16,35206,0.5767350928641252,0.6412512218963832,0.5043988269794721,0.46529814271749753,0.0,-0.4111767478797813
17,35206,0.5483870967741935,0.6197458455522972,0.5034213098729228,0.4750733137829912,0.0,-0.4126744553115528
18,35206,0.5141739980449658,0.6119257086999023,0.5043988269794721,0.48484848484848486,0.0,-0.4141721627433243
19,35206,0.4946236559139785,0.6021505376344086,0.5043988269794721,0.48191593352883677,0.0,-0.4156698701750959
20,35206,0.47702834799608995,0.5855327468230694,0.49853372434017595,0.4682306940371456,0.0,-0.4171675776068674
21,35206,0.47214076246334313,0.5738025415444771,0.4975562072336266,0.45650048875855326,0.0,-0.41866528503863887
22,35206,0.4613880742913001,0.5718475073313783,0.5043988269794721,0.4398826979472141,0.0,-0.42016299247041033
23,35206,0.44574780058651026,0.5454545454545454,0.5063538611925709,0.436950146627566,0.0,-0.42166069990218186
24,35206,0.4291300097751711,0.5043988269794721,0.4975562072336266,0.4418377321603128,0.0,-0.4231584073339534
25,35206,0.41348973607038125,0.47409579667644186,0.5063538611925709,0.4389051808406647,0.0,-0.42465611476572485
26,35206,0.4046920821114369,0.4555229716520039,0.5043988269794721,0.44574780058651026,0.0,-0.4261538221974963
27,35206,0.396871945259042,0.43499511241446726,0.5034213098729228,0.46236559139784944,0.0,-0.42765152962926783
28,35206,0.40078201368523947,0.4173998044965787,0.5034213098729228,0.4662756598240469,0.0,-0.42914923706103936
29,35206,0.41544477028348,0.4115347018572825,0.5043988269794721,0.47214076246334313,0.0,-0.4306469444928108
30,35206,0.40860215053763443,0.41544477028348,0.5004887585532747,0.47702834799608995,0.0,-0.4321446519245823
31,35206,0.40078201368523947,0.4418377321603128,0.4946236559139785,0.4750733137829912,0.0,-0.4336423593563538
32,35206,0.3949169110459433,0.47116324535679377,0.4868035190615836,0.49071358748778104,0.0,-0.43514006678812533
33,35206,0.39100684261974583,0.4868035190615836,0.4887585532746823,0.501466275659824,0.0,-0.4366377742198968
34,35206,0.3812316715542522,0.501466275659824,0.48778103616813295,0.5141739980449658,0.0,-0.43813548165166827
35,35206,0.3831867057673509,0.5034213098729228,0.48484848484848486,0.520039100684262,0.0,-0.43963318908343985
36,35206,0.375366568914956,0.5141739980449658,0.48484848484848486,0.5298142717497556,0.0,-0.44113089651521137
37,35206,0.36363636363636365,0.5317693059628543,0.48191593352883677,0.5366568914956011,0.0,-0.4426286039469829
38,35206,0.36363636363636365,0.5366568914956011,0.4750733137829912,0.5366568914956011,0.0,-0.44412631137875436
39,35206,0.36363636363636365,0.5327468230694037,0.4750733137829912,0.5366568914956011,0.0,-0.4456240188105258
40,35206,0.35581622678396874,0.5239491691104594,0.4750733137829912,0.5347018572825024,0.0,-0.44712172624229735
41,35206,0.3479960899315738,0.5239491691104594,0.4809384164222874,0.5483870967741935,0.0,-0.44861943367406887
42,35206,0.3479960899315738,0.5268817204301075,0.48484848484848486,0.5425219941348973,0.0,-0.45011714110584033
43,35206,0.34017595307917886,0.520039100684262,0.4838709677419355,0.5347018572825024,0.0,-0.45161484853761186
44,35206,0.3284457478005865,0.5190615835777126,0.4887585532746823,0.5366568914956011,0.0,-0.4531125559693834
