,comp_1,comp_2,label,importance_score
294,85.16932,9.630196,0,-0.37218893197039127
295,85.16915,9.593525,0,-0.3219010692045588
296,85.43431,9.504349,1,-0.2495358947244742
297,74.18726,45.928326,1,-0.1310774292092586
298,73.83674,46.37367,1,-0.1178357419809658
299,73.880424,46.65977,1,-0.1178827399835507
300,73.80925,47.001713,1,-0.09821407590177417
301,74.03284,47.336967,1,-0.09419574668076607
302,58.05068,48.023537,1,-0.08450240864763246
303,67.78846,61.047596,1,-0.04491834097050876
304,88.3221,-52.16538,1,-0.03507225942897427
305,88.294266,39.368813,0,-0.06364704500058749
306,87.76374,51.832573,0,-0.12275878275173303
307,98.566315,22.024408,0,-0.1424861943367407
308,110.438866,51.8353,0,-0.5159675713782165
309,76.7802,86.63376,0,-0.9778521912818705
310,112.229576,-13.84247,0,-0.9914933615321349
311,84.41573,-82.047806,0,-0.9944189871930442
312,79.369514,6.8213625,0,-0.6215603336858183
313,72.9204,10.209008,0,-0.5571848196451651
314,72.952515,10.129729,0,-0.5332158383268711
315,67.282364,15.354692,0,-0.43131241922218305
316,67.2091,15.299116,0,-0.43291035131006933
317,67.6006,15.217764,0,-0.4033838561861121
318,68.46755,15.049456,0,-0.4107390435906474
319,68.80593,15.152161,0,-0.40876512748208205
320,72.81294,17.09848,0,-0.38413817412759954
321,72.90441,17.060564,0,-0.37737046175537536
322,74.00308,17.0598,0,-0.39316179062389844
323,74.09194,17.1299,0,-0.3821172600164493
324,76.03135,16.600605,0,-0.41273645870050524
325,75.88146,16.945824,0,-0.4005404770297262
326,75.687935,16.924595,0,-0.40874162848078954
327,75.47413,16.965265,0,-0.4038420867113148
328,75.30965,16.85746,0,-0.41727176594994714
329,75.124695,16.774857,0,-0.4116437551404065
330,75.02846,16.73203,0,-0.41697802843379156
331,74.95216,16.64433,0,-0.42784631653154737
332,74.944466,16.610205,0,-0.4348137704147574
333,74.93943,16.62162,0,-0.417318763952532
334,70.09077,14.121291,0,-0.41542709434849023
335,70.14912,13.882725,0,-0.41718951944542354
336,70.3386,13.949899,0,-0.42208906121489836
337,70.705025,13.815699,0,-0.43799788508988363
338,70.35499,14.248134,0,-0.4338033133591822
339,69.9475,15.170966,0,-0.4058982493244037
340,69.975,15.379142,0,-0.4041240747268241
341,70.079544,15.234171,0,-0.4237222418047233
342,70.25588,15.176309,0,-0.42543766889907175
343,70.19672,15.27826,0,-0.4056162613088944
344,70.31605,15.213987,0,-0.39016566795911173
345,69.998955,17.822033,0,-0.33302784631653154
346,70.01609,17.89119,0,-0.31791798848548936
347,70.02355,17.969168,0,-0.3101045705557514
348,70.157036,17.943697,0,-0.31671953941957465
349,70.07112,17.906351,0,-0.31328868523087766
350,69.605995,18.170843,0,-0.29513570673246386
351,69.59611,18.224022,0,-0.3079896604394314
352,69.624626,18.188526,0,-0.31758900246739513
353,69.60282,18.209198,0,-0.30479379626365877
354,69.65952,18.132383,0,-0.32724709199859003
355,69.56451,18.08914,0,-0.33162965573963105
356,69.17049,18.056007,0,-0.3346727764070027
357,67.82237,17.875238,0,-0.31978615908823876
358,67.84927,17.831026,0,-0.3302902126659617
359,68.07552,17.215603,0,-0.36342380448830924
360,68.575294,16.491957,0,-0.3613558923745741
361,68.93345,16.558334,0,-0.3419809658089531
362,68.938,16.217676,0,-0.3686640817765245
363,68.40136,15.408763,0,-0.41153800963459053
364,68.006615,15.462164,0,-0.43275760780166844
365,67.89599,15.362689,0,-0.4059804958289273
366,67.95185,15.232231,0,-0.40065797203618847
367,68.066605,15.109909,0,-0.40871812947949715
368,68.116066,15.048313,0,-0.4360944659851956
369,72.296,10.328799,0,-0.4463517800493479
370,72.69825,9.905114,0,-0.44947714722124305
371,72.90382,9.843368,0,-0.4602514393138291
372,72.788765,9.8892975,0,-0.48459640465280224
373,72.89409,9.858966,0,-0.47057925038185877
374,73.150406,9.787209,0,-0.4917870990482905
375,75.1953,14.244211,0,-0.47522030313711666
376,75.2332,14.595663,0,-0.44503583597697094
377,75.256714,14.644065,0,-0.44391963341557983
378,75.158325,15.092681,0,-0.42036188461990365
379,75.24058,15.550484,1,-0.4187874515333099
380,75.33977,15.84188,1,-0.416261308894372
381,75.32474,15.968959,1,-0.4493949007167195
382,75.190506,16.058554,1,-0.47026201386441074
383,73.9862,17.931591,1,-0.42536717189519446
384,73.87359,17.946093,1,-0.40066972153683467
385,73.90532,17.98931,1,-0.39703912583715195
386,74.07429,18.010653,1,-0.40153918458465515
387,74.372795,18.026836,1,-0.39112912701210195
388,74.55236,17.992683,0,-0.36698390318411467
389,74.287834,18.505028,1,-0.30908236399953004
390,74.35866,18.544268,1,-0.32138409117612504
391,74.38188,18.543905,1,-0.33601221948067206
392,74.6133,18.406788,1,-0.39111737751145575
393,74.60121,18.459814,1,-0.3880625073434379
394,83.603004,-81.01962,1,-0.8143696392903301
395,105.58516,-25.43189,1,-0.7222418047232992
396,81.29439,82.281876,1,-0.6910821290095172
397,111.52572,51.704426,1,-0.3136529197509106
398,110.58054,52.30845,0,-0.5074374339090589
399,76.95086,86.611244,0,-0.9751615556338855
400,112.30026,-13.943015,0,-0.991505111032781
401,84.280655,-82.249466,0,-0.9959229232757607
402,89.16868,3.0448527,0,-0.7083186464575255
403,89.119095,2.91416,0,-0.6984138174127599
404,89.09155,2.8700895,0,-0.6480554576430502
405,89.10268,2.7150187,0,-0.6270356009869581
406,89.04376,2.7538955,0,-0.5749148161203149
407,89.008995,2.6661081,0,-0.5728234050052873
408,88.49377,3.527382,0,-0.5170602749383152
409,88.5166,3.542237,0,-0.5119374926565621
410,88.36846,3.5215075,0,-0.5250029373751616
411,78.01296,5.2732754,0,-0.5365761955116907
412,78.003006,5.2910995,0,-0.5207143696392903
413,77.86269,5.274268,0,-0.5404652802255904
414,77.65705,5.518603,0,-0.5294559981200798
415,77.72614,5.6404805,0,-0.5156855833627071
416,76.574066,7.4067106,0,-0.49244507108447894
417,76.75428,7.354417,0,-0.46415227352837507
418,77.033844,7.2550397,0,-0.4308189401950417
419,66.63182,28.25715,0,-0.28586535072259434
420,66.69784,28.318478,0,-0.2646575020561626
421,66.93689,28.465086,0,-0.25744330865938203
422,67.21204,28.738941,0,-0.249947127247092
423,69.598564,31.511097,0,-0.2640935260251439
424,70.69615,32.66634,0,-0.2870050522852779
425,70.8544,32.79207,0,-0.30406532722359303
426,71.04133,32.852272,0,-0.3215838326871108
427,71.183205,32.821453,0,-0.3316884032428622
428,78.96505,3.6440558,0,-0.4378098930795441
429,79.41481,3.7599185,0,-0.47147221243097165
430,79.28972,3.830655,0,-0.46160263188814477
431,79.333466,3.7347348,0,-0.46236634943014926
432,80.12541,5.6349354,0,-0.4342497943837387
433,80.1609,6.101437,0,-0.39115262601339446
434,80.25817,6.1282735,0,-0.3295734931265421
435,63.25054,30.028809,0,-0.19722711784749147
436,63.487514,30.197245,0,-0.1873692868053108
437,63.663143,30.460882,1,-0.17248266948654684
438,63.9266,30.666735,1,-0.16113265186229586
439,67.65536,33.00736,1,-0.14974738573610624
440,68.07671,34.580257,1,-0.11557983785689108
441,68.11406,34.61566,1,-0.1055810128069557
442,68.15103,34.634827,1,-0.09290330160968158
443,69.64637,50.97832,1,-0.07475032311126778
444,70.295715,51.119667,1,-0.046692515568088344
445,70.183044,51.331944,1,-0.03067794618728703
446,70.187485,51.45026,0,-0.011784749148161189
447,68.29685,61.10684,0,-0.011761250146868768
448,68.248184,61.263546,0,-0.008870872987898015
449,67.8914,61.888847,0,-0.005968746328281038
450,67.86117,62.043404,0,-0.0013394430736693719
451,68.0826,61.411987,0,-0.030501703677593694
452,59.353207,47.18082,0,-0.08317471507460933
453,59.048615,44.83132,0,-0.09870755492891552
454,58.96099,44.6004,0,-0.13219363177064974
455,58.906868,44.47383,0,-0.17698272823405006
456,71.739746,31.360138,0,-0.26983903184114677
457,71.74562,31.467333,0,-0.3091763600046998
458,71.760216,31.576841,0,-0.3360357184819645
459,71.86416,31.560179,0,-0.34860768417342264
460,81.96433,5.6439786,0,-0.44019504171072726
461,82.321144,5.570244,0,-0.4447303489601692
462,82.086624,5.6486926,0,-0.4446246034543532
463,81.94187,5.725485,0,-0.4409000117495006
464,81.99918,5.6453757,0,-0.45122782281753027
465,81.3836,6.1271915,0,-0.44216895781929266
466,81.169235,6.2315955,0,-0.4662201856421102
467,80.86536,6.3567715,0,-0.4621196099165786
468,80.67907,6.428612,0,-0.4770414757372812
469,80.44748,6.546502,0,-0.4519327928563036
470,78.89706,6.8929105,0,-0.4291740101045705
471,79.14439,6.781809,0,-0.4096228410292563
472,79.51114,6.542936,0,-0.4146986253084244
473,79.48077,6.5923123,0,-0.4158618258724004
474,79.81422,6.4631357,0,-0.41630830689695686
475,80.00855,6.5231066,0,-0.40008224650452356
476,79.9201,6.588253,0,-0.3525672658911996
477,70.57908,40.24682,0,-0.23083068969568796
478,70.23406,40.72102,0,-0.19033016096815888
479,70.18219,40.72416,0,-0.1899306779461873
480,70.20441,40.81724,0,-0.19338503113617672
481,70.212364,40.942387,0,-0.1881565033486077
482,62.652374,40.436615,0,-0.18348020209141114
483,62.218773,40.391216,0,-0.16932205381271295
484,85.5572,-56.017666,0,-0.1668899071789449
485,89.72415,33.009674,0,-0.195617436258959
486,81.647545,82.31695,0,-0.6028668781576783
487,110.37636,51.523262,0,-0.33533074844319116
488,112.27939,51.56197,0,-0.3320878862648337
489,76.34886,84.98531,0,-0.7241687228292797
490,104.02926,-10.88172,0,-0.6948537187169544
491,83.61077,-66.84486,0,-0.7403595347197744
492,69.53748,34.20011,0,-0.34115850076371756
493,69.77935,34.215786,0,-0.3499823757490307
494,69.91486,34.17551,0,-0.3481377041475738
495,88.32841,5.779908,0,-0.4469862530842439
496,88.41636,5.5536914,0,-0.449947127247092
497,87.10879,-6.7382874,0,-0.4396898131829397
498,70.69493,40.45867,0,-0.2678886147338738
499,70.25581,40.754692,0,-0.22568440841264245
500,70.111084,40.7121,0,-0.2173540124544707
501,70.01235,40.878277,0,-0.21173775114557633
502,69.677,41.02877,0,-0.1863823287510281
503,61.392834,39.90405,0,-0.19110562801080955
504,61.33114,39.943295,0,-0.2086476324756198
505,61.30929,39.902157,0,-0.22844554106450476
506,61.269867,39.889465,0,-0.2403007872165433
507,68.7902,34.18915,0,-0.2678063682293503
508,69.152695,33.99041,0,-0.26102690635647985
509,68.42219,34.39556,0,-0.22717659499471274
510,68.459175,34.3992,0,-0.19883679943602398
511,67.27769,28.318203,0,-0.1678768652332276
512,70.65086,50.742626,0,-0.09262131359417224
513,70.40784,50.951668,0,-0.07420984608154152
514,70.42229,51.187073,0,-0.057208318646457534
515,70.44153,51.399025,0,-0.03953706967453885
516,70.38519,51.6308,1,-0.027082598989542933
517,60.358242,46.405342,1,-0.03287510280813066
518,59.476444,45.585144,1,-0.030231465162730592
519,59.42375,45.393276,1,-0.03279285630360709
520,7.741376,88.75582,1,-0.017318763952532013
521,70.63345,51.19808,1,-0.008107155445893549
522,70.584175,51.275482,1,-0.00888262248854424
523,70.55153,51.31391,1,-0.013817412759957709
524,70.474525,51.444237,1,-0.043520150393608265
525,59.170834,47.358677,0,-0.10269063564798496
526,59.42094,45.424362,0,-0.12886852308776878
527,59.39025,45.250153,0,-0.16685465867700622
528,59.293667,45.14873,0,-0.21355892374574081
529,70.56685,30.552908,0,-0.2990600399483022
530,70.675606,30.717213,0,-0.32047937962636586
531,70.80125,30.80815,0,-0.34374339090588646
532,70.68925,30.78081,0,-0.36246034543531896
533,68.6253,16.800117,0,-0.32036188461990367
534,66.26517,28.165346,0,-0.25071084478909644
535,66.35335,28.259287,0,-0.22890377158970746
536,66.63008,28.456379,0,-0.22517917988485492
537,66.81647,28.685743,0,-0.21246622018564212
538,67.965866,32.85345,0,-0.18010809540594525
539,68.17191,34.485172,0,-0.1440606274233345
540,68.16795,34.57563,0,-0.1314416637292915
541,68.191376,34.589428,0,-0.11769474797321114
542,69.69418,50.97218,0,-0.09925978145928797
543,70.32137,51.09385,0,-0.06904006579720362
544,70.36373,51.274815,0,-0.053977205968746333
545,70.428215,51.418373,0,-0.039443073669369055
546,70.41661,51.53524,0,-0.03527200093996005
547,60.343773,46.422054,0,-0.04071201973916108
548,59.509388,45.673996,0,-0.028668781576782987
549,59.52062,45.525494,0,-0.022124309716837043
550,7.7304425,88.74645,0,-0.011479262131359413
551,70.86496,51.142277,0,-0.007966161438138886
552,70.78164,51.20432,0,-0.014169897779344381
553,70.75367,51.335865,0,-0.010680296087416274
554,70.75105,51.495613,0,-0.019562918575960514
555,59.604393,47.93694,0,-0.044107625425919395
556,56.25477,46.91241,0,-0.07880390083421454
557,56.12064,46.101162,0,-0.100317236517448
558,87.29987,-54.807514,0,-0.07908588884972388
559,105.54302,-25.04198,0,-0.4382681236047468
560,80.786255,81.95495,0,-0.6418869698037833
561,110.458984,51.594353,0,-0.32176007519680416
562,112.73483,35.420086,0,-0.5079074139349077
563,74.15974,87.321434,0,-0.9680883562448594
564,110.31122,-11.481627,0,-0.984114675126307
565,83.31088,-79.5822,0,-0.9878510163318057
566,72.17821,-5.387853,0,-0.7263071319468921
567,72.11857,-5.3818603,0,-0.7264128774527081
568,72.14707,-5.383369,0,-0.6828809775584538
569,72.5655,-5.183071,0,-0.5837034426036893
570,72.65258,-5.1756988,0,-0.5288450240864763
571,71.13765,-4.156267,0,-0.4599459522970274
572,71.18954,-4.15486,0,-0.44829044765597464
573,71.21878,-4.177584,0,-0.4556456350605099
574,71.21835,-4.1822486,0,-0.5120079896604395
575,71.20048,-4.21478,0,-0.547467982610739
