,i,ch_1,ch_2,ch_3,ch_4,true_label,pred_label
0,23933,0.5268817204301075,0.4682306940371456,0.4780058651026393,0.4115347018572825,1.0,0
1,23933,0.5356793743890518,0.45943304007820135,0.4780058651026393,0.436950146627566,1.0,0
2,23933,0.5268817204301075,0.4682306940371456,0.4682306940371456,0.4662756598240469,1.0,0
3,23933,0.501466275659824,0.4662756598240469,0.44281524926686217,0.4916911045943304,1.0,0
4,23933,0.49853372434017595,0.4662756598240469,0.44574780058651026,0.5689149560117303,1.0,0
5,23933,0.48484848484848486,0.47702834799608995,0.43499511241446726,0.5855327468230694,1.0,0
6,23933,0.4975562072336266,0.48484848484848486,0.4027370478983382,0.6412512218963832,1.0,0
7,23933,0.5141739980449658,0.4780058651026393,0.3949169110459433,0.6852394916911045,1.0,0
8,23933,0.5298142717497556,0.4946236559139785,0.3890518084066471,0.6959921798631477,1.0,0
9,23933,0.5386119257086999,0.49853372434017595,0.3890518084066471,0.6920821114369502,1.0,0
10,23933,0.5503421309872922,0.5043988269794721,0.4252199413489736,0.6539589442815249,1.0,0
11,23933,0.5503421309872922,0.5043988269794721,0.48778103616813295,0.6363636363636364,1.0,0
12,23933,0.5454545454545454,0.49853372434017595,0.544477028347996,0.6363636363636364,1.0,0
13,23933,0.5483870967741935,0.4916911045943304,0.5591397849462365,0.6197458455522972,1.0,0
14,23933,0.5454545454545454,0.501466275659824,0.552297165200391,0.6041055718475073,1.0,0
15,23933,0.5562072336265884,0.5190615835777126,0.5327468230694037,0.5874877810361682,1.0,0
16,23933,0.5327468230694037,0.520039100684262,0.5288367546432062,0.570869990224829,1.0,0
17,23933,0.5171065493646139,0.5298142717497556,0.5268817204301075,0.5640273704789834,1.0,0
18,23933,0.5043988269794721,0.5347018572825024,0.5454545454545454,0.5366568914956011,1.0,0
19,23933,0.5063538611925709,0.5327468230694037,0.5503421309872922,0.5073313782991202,1.0,0
20,23933,0.501466275659824,0.5395894428152492,0.5874877810361682,0.501466275659824,1.0,0
21,23933,0.4838709677419355,0.5366568914956011,0.592375366568915,0.5043988269794721,1.0,0
22,23933,0.4809384164222874,0.5327468230694037,0.5894428152492669,0.5327468230694037,1.0,0
