,i,ch_1,ch_2,ch_3,ch_4,true_label,pred_label
0,13276,0.5268817204301075,0.44868035190615835,0.436950146627566,0.43499511241446726,0.0,0
1,13276,0.5004887585532747,0.458455522971652,0.46529814271749753,0.4447702834799609,0.0,0
2,13276,0.4965786901270772,0.4780058651026393,0.47409579667644186,0.46432062561094817,0.0,0
3,13276,0.45943304007820135,0.4838709677419355,0.48778103616813295,0.48484848484848486,0.0,0
4,13276,0.4613880742913001,0.5073313782991202,0.5102639296187683,0.4946236559139785,0.0,0
5,13276,0.4389051808406647,0.5347018572825024,0.5395894428152492,0.48484848484848486,0.0,0
6,13276,0.4222873900293255,0.5503421309872922,0.5395894428152492,0.49853372434017595,0.0,0
7,13276,0.46236559139784944,0.5738025415444771,0.5268817204301075,0.5102639296187683,0.0,0
8,13276,0.4916911045943304,0.5757575757575758,0.509286412512219,0.52297165200391,0.0,0
9,13276,0.5141739980449658,0.5786901270772239,0.4916911045943304,0.5366568914956011,0.0,0
10,13276,0.5425219941348973,0.5767350928641252,0.4780058651026393,0.5366568914956011,0.0,0
11,13276,0.5395894428152492,0.5738025415444771,0.4838709677419355,0.5259042033235581,0.0,0
12,13276,0.5171065493646139,0.5532746823069403,0.5043988269794721,0.5327468230694037,0.0,0
13,13276,0.5141739980449658,0.5239491691104594,0.5210166177908113,0.5366568914956011,0.0,0
14,13276,0.544477028347996,0.5043988269794721,0.5063538611925709,0.5366568914956011,0.0,0
15,13276,0.5503421309872922,0.5004887585532747,0.5063538611925709,0.5347018572825024,0.0,0
16,13276,0.5239491691104594,0.4750733137829912,0.5004887585532747,0.5327468230694037,0.0,0
17,13276,0.5210166177908113,0.4809384164222874,0.4838709677419355,0.5386119257086999,0.0,0
18,13276,0.5395894428152492,0.48191593352883677,0.46920821114369504,0.555229716520039,0.0,0
19,13276,0.552297165200391,0.4750733137829912,0.4682306940371456,0.5532746823069403,0.0,0
20,13276,0.541544477028348,0.47214076246334313,0.4975562072336266,0.5298142717497556,0.0,0
21,13276,0.541544477028348,0.47116324535679377,0.5239491691104594,0.5386119257086999,0.0,0
22,13276,0.5073313782991202,0.4780058651026393,0.5581622678396871,0.544477028347996,0.0,0
23,13276,0.5210166177908113,0.46432062561094817,0.5532746823069403,0.5288367546432062,0.0,0
24,13276,0.5268817204301075,0.4838709677419355,0.555229716520039,0.49853372434017595,0.0,0
25,13276,0.5356793743890518,0.4780058651026393,0.5454545454545454,0.5034213098729228,0.0,0
26,13276,0.5659824046920822,0.4838709677419355,0.5210166177908113,0.48778103616813295,0.0,0
27,13276,0.552297165200391,0.4887585532746823,0.5004887585532747,0.4389051808406647,0.0,0
28,13276,0.5004887585532747,0.48484848484848486,0.5073313782991202,0.4173998044965787,0.0,0
29,13276,0.5141739980449658,0.5102639296187683,0.5210166177908113,0.39882697947214074,0.0,0
